1,Bình thường Tiki cho hỏi mình mua sản phẩm này hôm nay nhưng không thu được wifi - quá yếu - không sử dụng được dù đầu phát wifi để gần đó Tiki cho mình đổi lại loại tốt hơn để sử dụng được
1,tốt Mới mua sản phẩm này để dùng wifi cho máy tính bàn thấy dùng rất tốt đường truyền mạng ổn định giá cả phải chăng Đã định mua ở nơi khác rẻ hơn nhưng mà thấy quyết định mua ở tiki không sai Với lại thiết kế cũng rất nhỏ gọn không mất nhiều diện tích Rất thích
1,Tàm tạm Bắt sóng không mạnh lắm tính hiệu truyền không nhanh lắm Tạm ổn khi dùng văn phòng cần kết nối tốc độ hay để chơi game thì nên dùng sản phẩm cao cấp hơn
1,Bình thường chưa dùng nên chưa biết thế nào phải chờ thời gian tới dùng mới biết được
1,Thấy nó cũng bình thường Mình nghĩ mua bộ sóng cho ngon lành Chứ con này nhiều lúc truy cập vẫn lag các bạn ạ
1,Bình thường Dùng tạm được trên windows Thì thoảng lỗi Trên macOS lỗi nhiều hơn
1,Thắc mắc Cho hỏi có kết nối với điện thoại được không Có thì chỉ mình cách sử dụng với
1,được có 72Mbps Không được 150Mbps Chỉ được 72 thôi Có 100k cũng không đòi hỏi hơn được
1,Bình thường Trong thực tế  bắt sóng khá yếu so với các thiết bị như smartphone và laptop
1,Bình thường cũng không hữu ích cho tôi mấy
1,chưa hài lòng lắm khi sử dụng usb wifi này bắt sóng kém hơn khi không sử dụng
1,sản phẩm dùng bắt sóng yếu hơn cả wifi máy tính mua về chả để làm gì
1,Bình thường điện thoại có bắt được cổng wifi này không hay dùng cho laptop thôi
0,hàng có dấu hiệu bị bóc không còn nguyên seal hàng mới nhận được vừa nãy có dấu hiệu bị rạch phía dưới sản phẩm bị khui trước khi tới tay khách hàng không biết có bị tráo sản phẩm không cực kì khó chịu nếu tiki giao hàng như thế này
0,Có dấu hiệu tháo sản phẩm Khui hộp của Tiki và gặp tình trạng như hình: có vết cắt đủ để tác động sản phẩm bên trong
0,hàng bị tráo sản phẩm bị cắt ở ngoài bao ghi made in Philippines  sản phẩm ở trong là made in China
0,Không hài lòng Sản phẩm không còn nguyên đã bị cắt mới nhận liền để sử dụng xem sao hàng của tiki trading mà như vậy là hơn buồn đó
0,Thẻ nhớ sao thẻ 32GB mà dung lượng thẻ thật chỉ có 30GB vậy shop nếu không đúng 32GB thì cũng phải là 31GB chứ sao có 30GB à
0,Hơi thất vọng Thẻ mua về test thử chỉ đọc có 52 MB/s mà quảng cáo 95MB/s Bao bì lúc nhận thì bị rạch sẵn một đường như hình
0,Tương thích kém không tương thích với các thiết bị khác nhau không tương thích với máy ảnh và camera Chỉ dùng được cho điện thoại và laptop
0,Nokia 5 không nhận được thẻ tại sao thẻ 32g mà cắm vào chỉ có 298g mà máy Nokia 5 của mình nó không nhận thẻ là thế nào thử cả hai máy Oppo a9 bố sam sung cũng chỉ có 298 g
0,Không hài lòng giao 2 h mà quá hơn 1h35 phút không thấy đến nơi shop gọi số điện thoại nhân viên máy bận không nghe máy là sao
0,hàng kém chất lượng sản phẩm khi nhậm đã bị rạch 1 đường ngoài hộp có dấu hiệu ngoại vi không biết là hàng chính hãng g
0,Không hài lòng không hài lòng với tốc độ đọc và ghi của sản phẩm  hơi thất vọng
0,Chưa nhận hàng Mình chưa nhận hàng mà sao trên hệ thống lại báo giao hàng thành công nhỉ
0,Tạm được Sản phẩm gửi về hình như đã bị mở hộp ra còn chất lượng thì để dùng thử một thời gian mới biết được
0,Không hài lòng Tôi không hài lòng về sản phẩm vì đề 32GB nhưng thực tế chỉ được 30GB
0,Không hài lòng sản phẩm chưa sử dụng giao hàng nhanh
0,Hao pin nhanh Mình nhận được hàng ngày 17/12 thì dung lượng còn pin còn 44% qua ngay hôm sau 24h pin tụt còn 31% rồi đến ngày 20/12 mình còn 9% mình đem sạc pin đầy sáng rút ra và mình để ở nhà chiều về thì thấy tụt còn 99%  khoang 6 rưỡi mình cầm theo chạy bộ khoảng 1 tiếng tụt xuống 98% cảm thấy pin đang có vấn đề bình thường minh mua tiki rất nhiều tuy nhiên đây là lần đầu mình mua đồ công nghệ có tìm hiểu qua thì dòng này có thể sử dụng khoảng 20 ngay không sạc nhưng mình mới mấy ngày là hết mong tiki kiểm tra để mình đổi lại chứ xài mà sạc vậy rất khó chịu
0,Không thể tăng giảm âm lượng trong điều khiển nhạc Mình mua dùng được 1 ngày lúc mới thử thì vẫn tăng giảm âm lượng được nhưng giờ bấm vào tăng hoặc giảm thì điều không có gì thay đổi bấm ngừng bài với chuyển bài thì vẫn được nhưng tăng giảm âm lượng thì không được Xin hỏi đây là lỗi của Mi band 4 đúng không ạ Có thể đổi trả không ạ
0,Không còn hiển thị thông báo cuộc gọi tin nhắn nữa Mình mua từ 17/1 đến nay được khoảng 1 tháng thời gian đầu điện thoại hiển thị đầy đủ thông báo cuộc gọi tin nhắn nhưng gần đây thì không thông báo nữa Tính năng quan trọng như vậy mà không xài được thì còn gì là đồng hồ thông minh nữa
0,Không hài lòng thất vọng về sản phẩm Buổi trưa lấy hàng thì đến buổi chiều dùng mất 6% pin Dùng thử ngày hôm nay thì mỗi ngày hết hơn 10% pin mặc dù đã hạn chế giao diện các thứ Mới mấy ngày mà đã như vậy thì muốn dùng một thời gian nữa sẽ thế nào
0,Gởi Tiki Giao rất nhanh so với đơn hàng Nhưng pin xài 2 ngày hết 40% Vậy 1 tuần chưa đủ huống chi 2 tuần Vậy mà giới thiệu là xài được 20 ngày Giới thiệu cho đúng nghen Tiki  Tôi muốn đổi  đúng sản phẩm được không
0,đã mua nhưng không hài lòng lắm Mình nhận thì thấy tình hình hộp hơi cũ mở ra thì sản phẩm không lên nguồn do hết pin phải sạc không biết phải hàng qua sử dụng không
0,Không hài lòng không hiểu đặt được chưa mà chẳng thấy nói gì Cũng không thấy gọi điện xác nhận Muốn hủy đơn hàng mà không biết hủy như nào
0,Đổi sản phẩm Sản phẩm không thể kết nối được với sản phẩm khác không thể reset không xài được ạ :(( Đề nghị được đổi hàng
0,Không hài lòng âm lượng không tăng giảm được  điện Thoại nhờ hỗ trợ toàn hẹn không  mất niềm tin quá
0,Không kết nối được Điện thoại của mình không kết nối được cứ báo như vậy hoài cả 2 điện thoại đều không được
0,Không hài lòng Mình vừa nhận được hàng  Mọi thứ đều ổn  nhưng pin thì 1 phút giảm 5%  Không tin luôn ấy
0,Tiki bán hàng tầm bậy Bán hàng tầm bậy Thu về sửa chữa giải quyết vấn đề mà không làm Gửi lại cái xài không được thì làm gì
0,Không hài lòng mình mới dùng được có mấy tiếng đồng hồ mà đã hết 10% pin rồi  n có vấn đề gì vậy 
0,Không hài lòng tại sao của em lại khách hàng có đồ sạc là sao Mong anh chị trả lời sớm
0,Không hài lòng đang bị lỗi không lên nguồn sạc không vào có đổi được không
0,Vòng tay bị sập nguồn sau 3 tuần sử dụng không sử dụng được nữa
0,IME không trùng khớp IME sản phẩm không trùng với vỏ hộp  bảo hành bằng cách nào
0,Không hài lòng Giao hàng chậm hơn 4 ngày tai nghe thì 1 bên bên phải không nghe được gần như là hỏng bị dè các thứ Còn bên trái thì nghe vẫn oke so với tầm giá Lần đầu mua bị thế này nên rất thất vọng các bác ạ 😢 Khác trên mấy MV quảng cáo quá
